harness,batch,session_id,cwd,project_key,call_id,ordinal,command,command_safe,command_sha256,command_norm_sha256,first_token,verb,subcommand,compound,pipe,heredoc,substitution,machine_format,result_bytes,result_lines,result_nonempty_lines,result_unique_lines,result_max_line_bytes,result_sha256,exit_code,is_error,result_missing
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01AA6LwvdpQ75s4td2Scoqpe,11,"grep -n -- ""--model\|sonnet\|opus\|KIND\|kind"" ~/herdr-spine/bin/spine-spawn | head -30","grep -n -- ""--model\|sonnet\|opus\|KIND\|kind"" ~/herdr-spine/bin/spine-spawn | head -30",835dfe86b89e3665e8497104fd851b7df78bfeafe2d8b6fe82647b3ef175c453,835dfe86b89e3665e8497104fd851b7df78bfeafe2d8b6fe82647b3ef175c453,grep,grep,,0,1,0,0,0,101,2,2,2,51,7879ae2b10a7d743ac2f70d2368340ac74b5f1a55cc69d777bff8adf1ae3c3bd,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01MHdRNP2vrELQ3zcFXzpaGR,12,"grep -nE ""model|sonnet|opus|kind"" /Users/jrg/herdr-spine/bin/spine-spawn | head -40","grep -nE ""model|sonnet|opus|kind"" /Users/jrg/herdr-spine/bin/spine-spawn | head -40",106621950b34848004a2087bcc0e60824c9ee489105e4eb7b2903c43035d6cab,106621950b34848004a2087bcc0e60824c9ee489105e4eb7b2903c43035d6cab,grep,grep,,0,1,0,0,0,1190,17,17,17,84,47592dc89b48ae70ab0a74f64ee319561e994455279f9ad6008803858e42d524,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_014pzq3ZMUfZeBWo4mba1son,13,"herdr agent kinds 2>&1 | head -30; echo ""---""; herdr agent start --help 2>&1 | head -40","herdr agent kinds 2>&1 | head -30; echo ""---""; herdr agent start --help 2>&1 | head -40",990e449255520df71f5612afa05bff312e81e7c4de4b5eecd583051162978526,990e449255520df71f5612afa05bff312e81e7c4de4b5eecd583051162978526,herdr,herdr,agent,1,1,0,0,0,1801,42,31,31,177,18f82f4b654aaccd828bd8e838d5be658213f2f5fea3a46a9ca0c6e92d07dac7,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01RNCy1nPzsDLiqYnF1WCeus,14,"grep -n '""model""' ~/.claude/settings.json ~/.claude/settings.local.json 2>/dev/null; echo ""--- ANTHROPIC_MODEL env: ${ANTHROPIC_MODEL:-unset}""; grep -rn ""ANTHROPIC_MODEL\|--model"" ~/herdr-spine/bin/spine-spawn ~/herdr-spine/bin/lib.mjs 2>/dev/null | head","grep -n '""model""' ~/.claude/settings.json ~/.claude/settings.local.json 2>/dev/null; echo ""--- ANTHROPIC_MODEL env: ${ANTHROPIC_MODEL:-unset}""; grep -rn ""ANTHROPIC_MODEL\|--model"" ~/herdr-spine/bin/spine-spawn ~/herdr-spine/bin/lib.mjs 2>/dev/null | head",1d5d19c428385e3fb550b1e66735929a4d0c98bf6780e754eb8f042ff4450b5d,1d5d19c428385e3fb550b1e66735929a4d0c98bf6780e754eb8f042ff4450b5d,grep,grep,,1,1,0,0,0,133,6,4,4,44,bc05bf1566cac31567b87bd2736af029ccff11682dbd73dc68323154c024c924,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_015vTmz4d5HvFqweEVWooiGT,15,"for r in herdr-spine agent-core future circadian; do d=~/$r; echo ""=== $r ===""; git -C $d log --since=24.hours --numstat --format='' | awk 'NF==3{a+=$1;d+=$2;f[$3]=1} END{printf ""  +%d -%d  uniquefiles=%d\n"", a, d, length(f)}'; echo ""  commits=$(git -C $d log --since=24.hours --oneline | wc -l | tr -d ' ')  tracked_dirty=$(git -C $d status --porcelain | grep -vc '^??')""; done","for r in herdr-spine agent-core future circadian; do d=~/$r; echo ""=== $r ===""; git -C $d log --since=24.hours --numstat --format='' | awk 'NF==3{a+=$1;d+=$2;f[$3]=1} END{printf ""  +%d -%d  uniquefiles=%d\n"", a, d, length(f)}'; echo ""  commits=$(git -C $d log --since=24.hours --oneline | wc -l | tr -d ' ')  tracked_dirty=$(git -C $d status --porcelain | grep -vc '^??')""; done",df2e985bc3b5476274d5e02a40eef9b3a1045a33735107c49ed6e02bf3e5f0fd,c3c01c9d03e0b16d364c1104f2c0a940de48be7f1d12a6f7a1bd7f6d4a6618fc,for,for,,1,1,0,1,0,293,12,12,12,29,114a6e8695f4e69040901453fdedd7f5ca381488c590755eaeb18b864125cbd2,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_014DeTSio7YYbQN6yEvxzjtA,16,"herdr pane list 2>/dev/null | python3 -c ""
import json,sys,os
d=json.load(sys.stdin)
for p in d.get('result',{}).get('panes',[]):
    if p.get('focused'): print('FOCUSED', p.get('pane_id'), p.get('label'), p.get('cwd'), p.get('tab_id'))
""; echo ""--- my env HERDR_PANE_ID=${HERDR_PANE_ID:-unset}""; herdr pane split --help 2>&1 | head -25","herdr pane list 2>/dev/null | python3 -c ""
import json,sys,os
d=json.load(sys.stdin)
for p in d.get('result',{}).get('panes',[]):
    if p.get('focused'): print('FOCUSED', p.get('pane_id'), p.get('label'), p.get('cwd'), p.get('tab_id'))
""; echo ""--- my env HERDR_PANE_ID=${HERDR_PANE_ID:-unset}""; herdr pane split --help 2>&1 | head -25",78107f9a395918dbfef5f704856328fda3b4cdf9eebe769eb1301f53eaa5fc12,3653ebd96b115e4be415eaec6489ae5f5b88a981c831e3488e18a98b191813a4,herdr,herdr,pane,1,1,0,0,1,406,27,14,14,51,2b7c3fea072b536347b6bb038d1210d96109359ad9a8fe199b5c3d2dab5b9c0a,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_012ZBssdWqkSHGYXE2aFP3qM,17,herdr pane split w1A:p16 --direction down --ratio 0.5 --no-focus --cwd /Users/jrg/herdr-spine --env ANTHROPIC_MODEL=claude-sonnet-5 2>&1 | tail -3,herdr pane split w1A:p16 --direction down --ratio 0.5 --no-focus --cwd /Users/jrg/herdr-spine --env ANTHROPIC_MODEL=claude-sonnet-5 2>&1 | tail -3,3ce86221a46db1c552accf26d3d9e1287ca47892a4415663f972605757e9a062,3ce86221a46db1c552accf26d3d9e1287ca47892a4415663f972605757e9a062,herdr,herdr,pane,0,1,0,0,0,365,1,1,1,365,b8f6df80b0c75901a60eda207f583e68c94b9c87bd1768f59fad2056d4ececbb,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_015VeDZtnn5oUzSf9kBsda2T,18,"herdr pane rename w1A:p17 ""AGNT ctl-shipped"" 2>&1 | tail -1
herdr pane run w1A:p17 sh -c 'echo MODEL_ENV=$ANTHROPIC_MODEL' 2>&1 | tail -1
sleep 2; herdr pane read w1A:p17 --lines 6 2>&1 | tail -8","herdr pane rename w1A:p17 ""AGNT ctl-shipped"" 2>&1 | tail -1
herdr pane run w1A:p17 sh -c 'echo MODEL_ENV=$ANTHROPIC_MODEL' 2>&1 | tail -1
sleep 2; herdr pane read w1A:p17 --lines 6 2>&1 | tail -8",1452d36e28f0088939830b2e1d9f955e635273fc2685b14eea415e7b44ae7f3b,d5a3c6b71ab614a455e984ff9419651fd1e324c6ebf9cbc30306cb14d663c602,herdr,herdr,pane,1,1,0,0,1,393,1,1,1,393,b64a8a6149f4915824b6035f3ef6fb805034b6116cc3a26fe4334c3efec6de36,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_016dDDU46GeYuC42En6bBJbj,19,herdr pane read w1A:p17 --lines 10 2>&1 | tail -12,herdr pane read w1A:p17 --lines 10 2>&1 | tail -12,a662a83b9ead1577c2cfa58cc63d981e876c1a1f2ddb5d2aea5fd32673b0ffb3,a662a83b9ead1577c2cfa58cc63d981e876c1a1f2ddb5d2aea5fd32673b0ffb3,herdr,herdr,pane,0,1,0,0,0,31,1,1,1,31,cac1685585590361647e7a27b58a25a590f335bfcd0ab70fcdc0424e40c20843,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01RHcMfekspwNcKrEKqUSEZi,20,"herdr pane read w1A:p17 2>&1 | tail -20; echo ""=== rc=$? ===""","herdr pane read w1A:p17 2>&1 | tail -20; echo ""=== rc=$? ===""",cde67af486584d4684cf5fa2d29f5484107cfe5ddd84106221854ba8a8a179fc,cde67af486584d4684cf5fa2d29f5484107cfe5ddd84106221854ba8a8a179fc,herdr,herdr,pane,1,1,0,0,0,93,4,3,3,58,f617884bdd02ea4266d890b2f0aecf3cc4bf763ca805bf2b106e3215e6c2ecb7,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01L66vCt8D64NfEycMNknvEh,21,herdr pane run w1A:p17 printenv ANTHROPIC_MODEL 2>&1 | tail -1; sleep 2; herdr pane read w1A:p17 2>&1 | tail -8,herdr pane run w1A:p17 printenv ANTHROPIC_MODEL 2>&1 | tail -1; sleep 2; herdr pane read w1A:p17 2>&1 | tail -8,154cc437e832f9942b9863b825833195e9290ea536ca2d2602a58e47e6895aca,154cc437e832f9942b9863b825833195e9290ea536ca2d2602a58e47e6895aca,herdr,herdr,pane,1,1,0,0,0,142,5,4,4,58,a8fab1c78ebea4ff75888025e9702d3a31fd0a35bd11a92a9d3ae877690943c3,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_018ru7C98ArBpsqC3EEYLAoz,22,herdr agent start ctl-shipped --kind claude --pane w1A:p17 --timeout 60000 2>&1 | tail -2,herdr agent start ctl-shipped --kind claude --pane w1A:p17 --timeout 60000 2>&1 | tail -2,4ac6985555ff323dad226b7a183fbd6d294a08f92ec6eed08e3471ec54b958cd,4ac6985555ff323dad226b7a183fbd6d294a08f92ec6eed08e3471ec54b958cd,herdr,herdr,agent,0,1,0,0,0,586,1,1,1,586,c43a7a012b559f6eb73da36f3002a5d79032535e4e7ad056bee0dde79f3dfbe3,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01Mgq5kmTvvL6JbuUrmJ5adw,23,"herdr pane report-metadata w1A:p17 --source orch-ctl-shipped --token project=herdr-spine --token role=3-AGNT --token name=ctl-shipped 2>&1 | tail -1
herdr agent prompt w1A:p17 ""You are AGNT ctl-shipped. Read and execute your brief at /Users/jrg/agent-core/briefs/agnt-ctl-shipped.md. It is self-contained and binding."" --wait --until working --timeout 60000 2>&1 | tail -2","herdr pane report-metadata w1A:p17 --source orch-ctl-shipped --token project=herdr-spine --token role=3-AGNT --token name=ctl-shipped 2>&1 | tail -1
herdr agent prompt w1A:p17 ""You are AGNT ctl-shipped. Read and execute your brief at /Users/jrg/agent-core/briefs/agnt-ctl-shipped.md. It is self-contained and binding."" --wait --until working --timeout 60000 2>&1 | tail -2",5fd7d31253c266bc474db9e3c5b067e040a61814978358b5be4815d89f80dd56,d6fa9a2c29ee3fa39861ac6bb48430d4bbcd4df8e2d40fc590d18fd1b9e1cf0f,herdr,herdr,pane,1,1,0,0,0,714,1,1,1,714,1ece5fbcc8c5e8188872a1176b31469d27713293916bd60c7d9f459a6f46685d,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01JcFJNBgEumppyCWHevgQo5,24,sleep 25; herdr pane read w1A:p17 2>&1 | tail -25,sleep 25; herdr pane read w1A:p17 2>&1 | tail -25,63d3cf0474972deff8c6d0ddf28e41e14a635330edd19b3f2afd7fc06eab657f,63d3cf0474972deff8c6d0ddf28e41e14a635330edd19b3f2afd7fc06eab657f,sleep,sleep,,1,1,0,0,0,314,1,1,1,314,9d00b8aed19bf74c55f2bdd68d3e08d9af2983ea74252fcedeec7d0e68e467ce,,1,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01HKeR6QYpEduRAikYLdrLjt,25,herdr pane read w1A:p17 2>&1 | tail -30,herdr pane read w1A:p17 2>&1 | tail -30,3f385d45122d97619911d56f1a0efd10d5dbae43f456c76c4c2f25d49f35cb5a,3f385d45122d97619911d56f1a0efd10d5dbae43f456c76c4c2f25d49f35cb5a,herdr,herdr,pane,0,1,0,0,0,6774,29,22,21,852,52b44f2e77d81c2831e629db1fc55db0b386b2253f5ffab95b156305160245a8,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01SgxFsh6PFu2vBEucV7fTpQ,26,herdr pane read w1A:p17 --lines 160 2>&1 | tail -170,herdr pane read w1A:p17 --lines 160 2>&1 | tail -170,ffa4bfaec0957df97828e104f4f7d598c860a58f077440b520c460a954f612b1,ffa4bfaec0957df97828e104f4f7d598c860a58f077440b520c460a954f612b1,herdr,herdr,pane,0,1,0,0,0,10837,160,133,124,852,30bcc6a7f06545fa70a6fe0c1366468abadad1b20eb946a7f372d9723275b3c3,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01NUJXuzasuSax6cx5UoCUWe,27,"cd /Users/jrg/herdr-spine && wc -l bin/ctl-fleet docs/ctl-fleet.md && echo ""--- diffstat ---"" && git diff --stat -- bin/ctl-fleet docs/ctl-fleet.md && echo ""--- other files touched? ---"" && git status --porcelain | grep -v '^??'","cd /Users/jrg/herdr-spine && wc -l bin/ctl-fleet docs/ctl-fleet.md && echo ""--- diffstat ---"" && git diff --stat -- bin/ctl-fleet docs/ctl-fleet.md && echo ""--- other files touched? ---"" && git status --porcelain | grep -v '^??'",0fe52b94c1d9faf4d990f3a1b8ed465f4ba586329283d2bb91d531021cf8e347,0fe52b94c1d9faf4d990f3a1b8ed465f4ba586329283d2bb91d531021cf8e347,cd,cd,,1,1,0,0,1,419,13,13,13,78,54c8ec01b3c9c0129000821d7ceaa469dd4aad6cb827912e3af9d2a9b43524eb,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_018rEMmYi6M4rAEvhiq764on,28,"herdr pane list 2>/dev/null | python3 -c ""
import json,sys
d=json.load(sys.stdin)
for p in d.get('result',{}).get('panes',[]):
    l=(p.get('label') or '').strip()
    if 'CTRL' in l.upper(): print(p.get('pane_id'),'|',l,'|',p.get('tab_id'),'|',p.get('workspace_id'))
""","herdr pane list 2>/dev/null | python3 -c ""
import json,sys
d=json.load(sys.stdin)
for p in d.get('result',{}).get('panes',[]):
    l=(p.get('label') or '').strip()
    if 'CTRL' in l.upper(): print(p.get('pane_id'),'|',l,'|',p.get('tab_id'),'|',p.get('workspace_id'))
""",c20d0a1e78782d49c1f93abfa83e4143d9747fc3dbb39e401206bba9c7e578cf,d65024f53da4fb169a25f58e3d56fa92ec9a8f6b71c9f710eaf7fff4495702d5,herdr,herdr,pane,1,1,0,0,1,116,3,3,3,41,a0ada4ebdb47996c77fd64efb12efe4099509ba0833ea735164ffe737e4cc99c,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01D8HWkFYBpajh8Nhsx63Bbc,29,herdr pane read w1A:p18 2>&1 | head -40,herdr pane read w1A:p18 2>&1 | head -40,62f3cd78a0caafe10280b2dd004230375869b117666784455d95abdb217dc95f,62f3cd78a0caafe10280b2dd004230375869b117666784455d95abdb217dc95f,herdr,herdr,pane,0,1,0,0,0,1562,35,30,30,102,6d416e469f85520f36311926d4872b551bfc72bf4d0c721d071e417bdf130436,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01ARzjFhrBNeP5hRMFjvcnwh,30,"for r in herdr-spine agent-core future circadian; do d=~/$r; c=$(git -C $d log --since=24.hours --oneline | wc -l | tr -d ' '); s=$(git -C $d log --since=24.hours --numstat --format='' | awk 'NF==3{a+=$1;d+=$2;f[$3]=1} END{printf ""+%d -%d %dfiles"", a,d,length(f)}'); p=$(git -C $d status --porcelain | grep -vc '^??'); echo ""$r: ${c}c $s pending=$p""; done","for r in herdr-spine agent-core future circadian; do d=~/$r; c=$(git -C $d log --since=24.hours --oneline | wc -l | tr -d ' '); s=$(git -C $d log --since=24.hours --numstat --format='' | awk 'NF==3{a+=$1;d+=$2;f[$3]=1} END{printf ""+%d -%d %dfiles"", a,d,length(f)}'); p=$(git -C $d status --porcelain | grep -vc '^??'); echo ""$r: ${c}c $s pending=$p""; done",44de3953f31ecdd4aa913a8748f11bdaebeb1be277363020e42274c44f708b82,44de3953f31ecdd4aa913a8748f11bdaebeb1be277363020e42274c44f708b82,for,for,,1,1,0,1,1,161,4,4,4,43,c8d895027bfd145c133556df331abf926d7c4c554b6dd64cba5c4216e58c3c31,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01Uy89verFmNN3EB8NRpiqPC,31,"herdr pane list 2>/dev/null | python3 -c ""
import json,sys,collections
d=json.load(sys.stdin)
c=collections.Counter()
for p in d.get('result',{}).get('panes',[]):
    cwd=p.get('cwd') or '?'
    c[(cwd, bool(p.get('agent')))]+=1
for (cwd,ag),n in sorted(c.items()): print(f'{n:3d}  agent={ag}  {cwd}')
""","herdr pane list 2>/dev/null | python3 -c ""
import json,sys,collections
d=json.load(sys.stdin)
c=collections.Counter()
for p in d.get('result',{}).get('panes',[]):
    cwd=p.get('cwd') or '?'
    c[(cwd, bool(p.get('agent')))]+=1
for (cwd,ag),n in sorted(c.items()): print(f'{n:3d}  agent={ag}  {cwd}')
""",90acdc33ded5a8ed6604cac55429c10b3beda9727624b25fbfd6ddc31d112e14,37e63d8ff748e385302866962ca1a8ba7bed2d85d60762d52402a93089911298,herdr,herdr,pane,1,1,0,0,1,153,4,4,4,40,e90e37f564eee75adb197fbf9efe407049474174e40f01daceb5a684fa8baafa,,0,0
cc,1,97502dbf-00c7-46e2-977a-2c0cf1955ca5,/Users/jrg/future,-Users-jrg-future,toolu_01LGJNt7zwDBvFbYF4wWa2i4,32,herdr pane read w1A:p19 2>&1 | head -30,herdr pane read w1A:p19 2>&1 | head -30,c78c85216cb818bf1c84cde972e77f4c660cf4a2eed7089915792e1acdd904b0,c78c85216cb818bf1c84cde972e77f4c660cf4a2eed7089915792e1acdd904b0,herdr,herdr,pane,0,1,0,0,0,851,22,20,20,74,d951ef7818b1506dcfb20a9c08285447129cf835b30a067642bcc907ff11bc28,,0,0
